group,exp_name,seed_tag,状态,训练步数,val_loss,位置误差_mm,姿态误差_deg,碰撞率_%,checkpoint路径,备注
mip_ttg_20260422_195757,mip,50,end_link,diffusion_policy/urdf_data/play_g2_usb_cam/urdf/play_g2_usb_cam.urdf,../much-ado-about-noising/logs/models/model_final_bundle.pt,/home/user/Data/data/airbot/2026_0420_airbot_tok2_ALL_SplitNoRGB/data/chunk-002,4.53,4.99,7.76,8.61,-0.47,-0.85,14.79,35.97,21.18,50.0,60.0,98.0,52.0,54.0,98.0,20260422_195757
mip_ttg_20260422_201235,mip,50,end_link,diffusion_policy/urdf_data/play_g2_usb_cam/urdf/play_g2_usb_cam.urdf,../much-ado-about-noising/logs/models/model_final_bundle.pt,/home/user/Data/data/airbot/2026_0420_airbot_tok2_ALL_SplitNoRGB/data/chunk-001,5.64,6.0,5.29,5.27,-0.37,0.03,16.31,41.66,25.36,58.0,92.0,100.0,64.0,92.0,100.0,20260422_201235
